id,code,name,start_date
waybill_producto_stcc_398,3632,Refrigeradores y congeladores domesticos,2021-06-01
waybill_producto_stcc_399,3633,Equipo de lavanderia para el hogar,2021-06-01
waybill_producto_stcc_400,364,Equipo de iluminacion y cableado electrico,2021-06-01
waybill_producto_stcc_401,365,Aparatos de radio y television,2021-06-01
waybill_producto_stcc_402,366,Equipo de comunicacion,2021-06-01
waybill_producto_stcc_403,367,Componentes electronicos,2021-06-01
waybill_producto_stcc_404,369,Varios equipos electricos,2021-06-01
waybill_producto_stcc_405,37,Equipo de transporte,2021-06-01
waybill_producto_stcc_406,371,Vehiculos de motor y equipar,2021-06-01
waybill_producto_stcc_407,3711,Vehiculos de motor ensamblados,2021-06-01
waybill_producto_stcc_408,37111,Carros pasajeros,2021-06-01
waybill_producto_stcc_409,37112,Camiones tractores y camiones,2021-06-01
waybill_producto_stcc_410,37113,"Autocares, asd, departamento de bomberos",2021-06-01
waybill_producto_stcc_411,3712,Carrocerias de turismos,2021-06-01
waybill_producto_stcc_412,3713,Carrocerias de camiones y autobuses,2021-06-01
waybill_producto_stcc_413,3714,Piezas de vehiculos de motor,2021-06-01
waybill_producto_stcc_414,37147,Partes de carroceria de vehiculos de motor,2021-06-01
waybill_producto_stcc_415,3715,Remolques de camiones,2021-06-01
waybill_producto_stcc_416,372,Aeronaves y piezas,2021-06-01
waybill_producto_stcc_417,373,Barcos y embarcaciones,2021-06-01
waybill_producto_stcc_418,374,Equipo de ferrocarril,2021-06-01
waybill_producto_stcc_419,37422,Vagones de tren de mercancias,2021-06-01
waybill_producto_stcc_420,375,"Motocicletas, bicicletas y repuestos",2021-06-01
waybill_producto_stcc_421,376,Piezas de vehiculos espaciales,2021-06-01
waybill_producto_stcc_422,379,Transporte miscelaneo,2021-06-01
waybill_producto_stcc_423,38,Instrumentos y articulos opticos,2021-06-01
waybill_producto_stcc_424,381,"Instruccion de ingenieria, laboratorio y ciencias",2021-06-01
waybill_producto_stcc_425,382,"Manometros, medidores y controles",2021-06-01
waybill_producto_stcc_426,383,Instrumentos opticos y lentes,2021-06-01
waybill_producto_stcc_427,384,"Instruccion quirurgica, medica y dental",2021-06-01
waybill_producto_stcc_428,385,Productos oftalmicos u opticos,2021-06-01
waybill_producto_stcc_429,386,Equipo y suministros fotograficos,2021-06-01
waybill_producto_stcc_430,387,"Relojes, relojes, dispositivos y piezas",2021-06-01
waybill_producto_stcc_431,39,Productos de fabricacion miscelaneos,2021-06-01
waybill_producto_stcc_432,391,"Joyas, plateria y ba\xc3\xb1o",2021-06-01
waybill_producto_stcc_433,393,Instrumentos musicales y partes,2021-06-01
waybill_producto_stcc_434,394,"Juguetes, diversion y equipamiento deportivo",2021-06-01
waybill_producto_stcc_435,3949,Articulos deportivos y deportivos,2021-06-01
waybill_producto_stcc_436,395,"Boligrafos, lapices y matl de oficina",2021-06-01
waybill_producto_stcc_437,396,"Bisuteria, novedades",2021-06-01
waybill_producto_stcc_438,399,Productos manufacturados miscelaneos,2021-06-01
waybill_producto_stcc_439,40,Materiales de desecho y desecho,2021-06-01
waybill_producto_stcc_440,401,Despojos mortales,2021-06-01
waybill_producto_stcc_441,402,"Desperdicios y desechos, excepto cenizas",2021-06-01
waybill_producto_stcc_442,4021,"Chatarra, desechos y relaves de metal",2021-06-01
waybill_producto_stcc_443,40211,"Desechos, desechos de hierro y acero",2021-06-01
waybill_producto_stcc_444,4022,Desechos y desechos textiles,2021-06-01
waybill_producto_stcc_445,4024,Desechos y desperdicios de papel,2021-06-01
waybill_producto_stcc_446,4026,Residuos y desechos de caucho y plastico,2021-06-01
waybill_producto_stcc_447,41,Envios de carga miscelaneos,2021-06-01
waybill_producto_stcc_448,411,Envios de carga miscelaneos,2021-06-01
waybill_producto_stcc_449,41111,Conjuntos o kits,2021-06-01
waybill_producto_stcc_450,41114,"Articulos, usados, excl codigos",2021-06-01
waybill_producto_stcc_451,41115,"Articulos, usados, rtd para reparacion",2021-06-01
waybill_producto_stcc_452,412,Productos varios,2021-06-01
waybill_producto_stcc_453,42,Contenedores y remolques vacios,2021-06-01
waybill_producto_stcc_454,421,Envases vacios nonrev,2021-06-01
waybill_producto_stcc_455,422,Remolques vacios,2021-06-01
waybill_producto_stcc_456,423,Ingresos remolques vacios,2021-06-01
waybill_producto_stcc_457,44,Trafico de transporte de carga,2021-06-01
waybill_producto_stcc_458,441,Trafico de transitarios,2021-06-01
waybill_producto_stcc_459,45,Transporte asociado o trafico similar,2021-06-01
waybill_producto_stcc_460,451,Remitente de trafico,2021-06-01
waybill_producto_stcc_461,46,Envios mixtos miscelaneos,2021-06-01
waybill_producto_stcc_462,461,Envios mixtos miscelaneos,2021-06-01
waybill_producto_stcc_463,462,"Envios varios mixtos, 2 productos",2021-06-01
waybill_producto_stcc_464,48,Residuos peligrosos,2021-06-01
