"id","code","name","class_div","danger_sec","start_date"
"waybill_materiales_peligrosos_1806","2928","SOLIDO TOXICO, CORROSIVO, ORGANICO, N.E.P.",6.1,8,2021-12-01
"waybill_materiales_peligrosos_1807","2929","LIQUIDO TOXICO, INFLAMABLE, ORGANICO, N.E.P.",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1808","2930","SOLIDO TOXICO, INFLAMABLE, ORGANICO, N.E.P.",6.1,4.1,2021-12-01
"waybill_materiales_peligrosos_1809","2931","SULFATO DE VANADILO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1810","2933","2-CLOROPROPIONATO DE METILO",3,,2021-12-01
"waybill_materiales_peligrosos_1811","2934","2-CLOROPROPIONATO DE ISOPROPILO",3,,2021-12-01
"waybill_materiales_peligrosos_1812","2935","2-CLOROPROPIONATO DE ETILO",3,,2021-12-01
"waybill_materiales_peligrosos_1813","2936","ACIDO TIOLACTICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1814","2937","ALCOHOL alfa-METILBENCILICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1815","2940","9-FOSFABICICLONONANOS (FOSFINAS DE CICLOOCTADIENO)",4.2,,2021-12-01
"waybill_materiales_peligrosos_1816","2941","FLUORANILINAS",6.1,,2021-12-01
"waybill_materiales_peligrosos_1817","2942","2-TRIFLUOROMETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1818","2943","TETRAHIDROFURFURILAMINA",3,,2021-12-01
"waybill_materiales_peligrosos_1819","2945","N-METILBUTILAMINA",3,8,2021-12-01
"waybill_materiales_peligrosos_1820","2946","2-AMINO-5-DIETILAMINOPENTANO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1821","2947","CLOROACETATO DE ISOPROPILO",3,,2021-12-01
"waybill_materiales_peligrosos_1822","2948","3-TRIFLUOROMETILANILINA",6.1,,2021-12-01
"waybill_materiales_peligrosos_1823","2949","HIDROSULFURO DE SODIO (SULFHIDRATO SODICO) con un mínimo de 25% de agua de cristalización",8,,2021-12-01
"waybill_materiales_peligrosos_1824","2950","GRANULOS DE MAGNESIO RECUBIERTOS en partículas de un mínimo de 149 micrones",4.3,,2021-12-01
"waybill_materiales_peligrosos_1825","2956","5-terc-BUTIL-2,4,6-TRINITRO-m-XILENO (ALMIZCLE XILENO)",4.1,,2021-12-01
"waybill_materiales_peligrosos_1826","2965","DIMETILETEARATO DE TRIFLUORURO DE BORO",4.3,"3 8",2021-12-01
"waybill_materiales_peligrosos_1827","2966","TIOGLICOL",6.1,,2021-12-01
"waybill_materiales_peligrosos_1828","2967","ACIDO SULFAMICO",8,,2021-12-01
"waybill_materiales_peligrosos_1829","2968","MANEB ESTABILIZADO o PREPARADOS DE MANEB ESTABILIZADOS contra el calentamiento espontáneo",4.3,,2021-12-01
"waybill_materiales_peligrosos_1830","2969","SEMILLAS DE RICINO o HARINA DE RICINO o TORTA DE RICINO o RICINO EN COPOS",9,,2021-12-01
"waybill_materiales_peligrosos_1831","2977","MATERIALES  RADIACTIVOS, HEXAFLUORURO DE URANIO, FISIONABLE",7,8,2021-12-01
"waybill_materiales_peligrosos_1832","2978","MATERIALES  RADIACTIVOS, HEXAFLUORURO DE URANIO, no fisioble o fisioble exceptuado",7,8,2021-12-01
"waybill_materiales_peligrosos_1833","2983","OXIDO DE ETILENO Y OXIDO DE PROPILENO EN MEZCLA con un máximo de 30% de óxido de etileno",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1834","2984","PEROXIDO DE HIDROGENO EN SOLUCION ACUOSA con un mínimo de 8% pero menos de 20% de peróxido de hidrógeno (estabilizada según sea necesario)",5.1,,2021-12-01
"waybill_materiales_peligrosos_1835","2985","CLOROSILANOS, INFLAMABLES, CORROSIVOS, N.E.P.",3,8,2021-12-01
"waybill_materiales_peligrosos_1836","2986","CLOROSILANOS, CORROSIVOS, INFLAMABLES, N.E.P.",8,3,2021-12-01
"waybill_materiales_peligrosos_1837","2987","CLOROSILANOS, CORROSIVOS, N.E.P.",8,,2021-12-01
"waybill_materiales_peligrosos_1838","2988","CLOROSILANOS QUE REACCIONAN CON EL AGUA, INFLAMABLES, CORROSIVOS, N.E.P.",4.3,"3 8",2021-12-01
"waybill_materiales_peligrosos_1839","2989","FOSFITO DIBASICO DE PLOMO",4.1,,2021-12-01
"waybill_materiales_peligrosos_1840","2990","APARATOS DE SALVAMENTO AUTOINFLABLES",9,,2021-12-01
"waybill_materiales_peligrosos_1841","2991","PLAGUICIDA A BASE DE CARBAMATO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1842","2992","PLAGUICIDA A BASE DE CARBAMATOS, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1843","2993","PLAGUICIDA ARSENICAL, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1844","2994","PLAGUICIDA ARSENICAL, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1845","2995","PLAGUICIDA ORGANOCLORADO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1846","2996","PLAGUICIDA ORGANOCLORADO, LIQUIDO, TOXICO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1847","2997","PLAGUICIDA A BASE DE TRIAZINA, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1848","2998","PLAGUICIDA A BASE DE TRIAZINA, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1849","3005","PLAGUICIDA A BASE DE TIOCARBAMATO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1850","3006","PLAGUICIDA A BASE DE TIOCARBAMATO, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1851","3009","PLAGUICIDA A BASE DE COBRE, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1852","3010","PLAGUICIDA A BASE DE COBRE, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1853","3011","PLAGUICIDA A BASE DE MERCURIO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1854","3012","PLAGUICIDA A BASE DE MERCURIO, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1855","3013","PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1856","3014","PLAGUICIDA A BASE DE NITROFENOLES SUSTITUIDOS, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1857","3015","PLAGUICIDA A BASE DE DIPIRIDILO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1858","3016","PLAGUICIDA A BASE DE DIPIRIDILO, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1859","3017","PLAGUICIDA A BASE DE ORGANOFOSFORO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1860","3018","PLAGUICIDA A BASE DE ORGANOFOSFORO, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1861","3019","PLAGUICIDA A BASE DE ORGANOESTAÑO, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1862","3020","PLAGUICIDA A BASE DE ORGANOESTAÑO, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1863","3021","PLAGUICIDA LIQUIDO, INFLAMABLE, TOXICO, N.E.P., de punto de inflamación inferior a 23°C",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1864","3022","OXIDO DE 1,2-BUTILENO ESTABILIZADO",3,,2021-12-01
"waybill_materiales_peligrosos_1865","3023","2-METIL-2-HEPTANOTIOL",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1866","3024","PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación inferior a 23°C",3,6.1,2021-12-01
"waybill_materiales_peligrosos_1867","3025","PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LIQUIDO, TOXICO, INFLAMABLE, de punto de inflamación no inferior a 23°C",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1868","3026","PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, LIQUIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1869","3027","PLAGUICIDA A BASE DE DERIVADOS DE LA CUMARINA, SOLIDO, TOXICO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1870","3028","ACUMULADORES ELECTRICOS SECOS QUE CONTIENEN HIDROXIDO DE POTASIO SOLIDO",8,,2021-12-01
"waybill_materiales_peligrosos_1871","3048","PLAGUICIDA A BASE DE FOSFURO DE ALUMINIO",6.1,,2021-12-01
"waybill_materiales_peligrosos_1872","3054","CICLOHEXILMERCAPTANO",3,,2021-12-01
"waybill_materiales_peligrosos_1873","3055","2-(2-AMINOETOXI)ETANOL",8,,2021-12-01
"waybill_materiales_peligrosos_1874","3056","n-HEPTALDEHIDO",3,,2021-12-01
"waybill_materiales_peligrosos_1875","3057","CLORURO DE TRIFLUORACETILO",2.3,8,2021-12-01
"waybill_materiales_peligrosos_1876","3064","NITROGLICERINA EN SOLUCION ALCOHOLICA con más de 1% pero no más de 5% de nitroglicerina",3,,2021-12-01
"waybill_materiales_peligrosos_1877","3065","BEBIDAS ALCOHOLICAS, con más de 70% de alcohol en volumen",3,,2021-12-01
"waybill_materiales_peligrosos_1878","3065","BEBIDAS ALCOHOLICAS, con más de 24% pero no más de 70% de alcohol en volumen",3,,2021-12-01
"waybill_materiales_peligrosos_1879","3066","PINTURA (incluye pintura, laca, esmalte, colorante, goma laca, barniz, betún, encáustico, apresto líquido y base líquida para lacas) o PRODUCTOS PARA PINTURA (incluye compuestos disolventes o reductores de pintura)",8,,2021-12-01
"waybill_materiales_peligrosos_1880","3070","MEZCLA DE OXIDO DE ETILENO Y DICLORODIFLUOMETANO, con un máximo de 12,5% de óxido de etileno",2.2,,2021-12-01
"waybill_materiales_peligrosos_1881","3071","MERCAPTANOS LIQUIDOS, TOXICOS, INFLAMABLES, N.E.P., o MEZCLA DE MERCAPTANOS LIQUIDOS, TOXICOS, INFLAMABLES, N.E.P.",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1882","3072","APARATOS DE SALVAMENTO NO AUTOINFLABLES que contengan mercancías peligrosas como material accesorio",9,,2021-12-01
"waybill_materiales_peligrosos_1883","3073","VINILPIRIDINAS ESTABILIZADAS",6.1,"3 8",2021-12-01
"waybill_materiales_peligrosos_1884","3077","SUBSTANCIA SOLIDA POTENCIALMENTE PELIGROSA PARA EL MEDIO AMBIENTE, N.E.P.",9,,2021-12-01
"waybill_materiales_peligrosos_1885","3078","CERIO, torneaduras o polvo granulado",4.3,,2021-12-01
"waybill_materiales_peligrosos_1886","3079","METACRILONITRILO ESTABILIZADO",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1887","3080","ISOCIANATOS TOXICOS, INFLAMABLES, N.E.P., o ISOCIANATOS EN SOLUCION, TOXICOS, INFLAMABLES, N.E.P.",6.1,3,2021-12-01
"waybill_materiales_peligrosos_1888","3082","SUBSTANCIA LIQUIDA POTENCIALMENTE PELIGROSAS PARA EL MEDIO AMBIENTE, N.E.P.",9,,2021-12-01
"waybill_materiales_peligrosos_1889","3083","FLUORURO DE PERCLORILO",2.3,5.1,2021-12-01
"waybill_materiales_peligrosos_1890","3084","SOLIDO CORROSIVO COMBURENTE, N.E.P.",8,5.1,2021-12-01
"waybill_materiales_peligrosos_1891","3085","SOLIDO COMBURENTE, CORROSIVO, N.E.P.",5.1,8,2021-12-01
"waybill_materiales_peligrosos_1892","3086","SOLIDO TOXICO, COMBURENTE, N.E.P.",6.1,5.1,2021-12-01
"waybill_materiales_peligrosos_1893","3087","SOLIDO COMBURENTE, TOXICO, N.E.P.",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_1894","3088","SOLIDO ORGANICO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",4.2,,2021-12-01
"waybill_materiales_peligrosos_1895","3089","POLVOS METALICOS INFLAMABLES, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1896","3090","BATERIAS DE METAL LITIO (Incluidas las baterías de aleación de litio)",9,,2021-12-01
"waybill_materiales_peligrosos_1897","3091","BATERIAS DE METAL LITIO INSTALADAS EN UN EQUIPO O BATERIAS DE  METAL LITIO EMBALADAS CON UN EQUIPO (Incluidas las baterías de aleación de litio)",9,,2021-12-01
"waybill_materiales_peligrosos_1898","3092","1-METOXI-2-PROPANOL",3,,2021-12-01
"waybill_materiales_peligrosos_1899","3093","LIQUIDO CORROSIVO COMBURENTE N.E.P.",8,5.1,2021-12-01
"waybill_materiales_peligrosos_1900","3094","LIQUIDO CORROSIVO QUE REACCIONA CON EL AGUA, N.E.P.",8,4.3,2021-12-01
"waybill_materiales_peligrosos_1901","3095","SOLIDO CORROSIVO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",8,4.2,2021-12-01
"waybill_materiales_peligrosos_1902","3096","SOLIDO CORROSIVO QUE REACCIONA CON EL AGUA N.E.P.",8,4.3,2021-12-01
"waybill_materiales_peligrosos_1903","3097","SOLIDO INFLAMABLE, COMBURENTE, N.E.P.",4.1,5.1,2021-12-01
"waybill_materiales_peligrosos_1904","3098","LIQUIDO COMBURENTE, CORROSIVO, N.E.P.",5.1,8,2021-12-01
"waybill_materiales_peligrosos_1905","3099","LIQUIDO COMBURENTE, TOXICO, N.E.P.",5.1,6.1,2021-12-01
"waybill_materiales_peligrosos_1906","3100","SOLIDO COMBURENTE QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",5.1,4.2,2021-12-01
"waybill_materiales_peligrosos_1907","3101","PEROXIDO ORGANICO LIQUIDO TIPO B",5.2,,2021-12-01
"waybill_materiales_peligrosos_1908","3102","PEROXIDO ORGANICO SOLIDO TIPO B",5.2,,2021-12-01
"waybill_materiales_peligrosos_1909","3103","PEROXIDO ORGANICO LIQUIDO TIPO C",5.2,,2021-12-01
"waybill_materiales_peligrosos_1910","3104","PEROXIDO ORGANICO SOLIDO TIPO C",5.2,,2021-12-01
"waybill_materiales_peligrosos_1911","3105","PEROXIDO ORGANICO LIQUIDO TIPO D",5.2,,2021-12-01
"waybill_materiales_peligrosos_1912","3106","PEROXIDO ORGANICO SOLIDO TIPO D",5.2,,2021-12-01
"waybill_materiales_peligrosos_1913","3107","PEROXIDO ORGANICO LIQUIDO TIPO E",5.2,,2021-12-01
"waybill_materiales_peligrosos_1914","3108","PEROXIDO ORGANICO SOLIDO TIPO E",5.2,,2021-12-01
"waybill_materiales_peligrosos_1915","3109","PEROXIDO ORGANICO LIQUIDO TIPO F",5.2,,2021-12-01
"waybill_materiales_peligrosos_1916","3110","PEROXIDO ORGANICO SOLIDO TIPO F",5.2,,2021-12-01
"waybill_materiales_peligrosos_1917","3111","PEROXIDO ORGANICO LIQUIDO TIPO B LIQUIDO, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1918","3112","PEROXIDO ORGANICO LIQUIDO TIPO B SOLIDO, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1919","3113","PEROXIDO ORGANICO LIQUIDO TIPO C, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1920","3114","PEROXIDO ORGANICO SOLIDO TIPO C, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1921","3115","PEROXIDO ORGANICO LIQUIDO TIPO D, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1922","3116","PEROXIDO ORGANICO SOLIDO TIPO D, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1923","3117","PEROXIDO ORGANICO LIQUIDO TIPO E, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1924","3118","PEROXIDO ORGANICO SOLIDO TIPO E, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1925","3119","PEROXIDO ORGANICO LIQUIDO TIPO F, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1926","3120","PEROXIDO ORGANICO SOLIDO TIPO F, CON TEMPERATURA REGULADA",5.2,,2021-12-01
"waybill_materiales_peligrosos_1927","3121","SOLIDO COMBURENTE QUE REACCIONA CON EL AGUA, N.E.P.",5.1,4.3,2021-12-01
"waybill_materiales_peligrosos_1928","3122","LIQUIDO TOXICO, OXIDANTE, N.E.P.",6.1,5.1,2021-12-01
"waybill_materiales_peligrosos_1929","3123","LIQUIDO TOXICO QUE REACCIONA CON EL AGUA, N.E.P.",6.1,4.3,2021-12-01
"waybill_materiales_peligrosos_1930","3124","SOLIDO TOXICO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",6.1,4.2,2021-12-01
"waybill_materiales_peligrosos_1931","3125","SOLIDO TOXICO QUE REACCIONA CON EL AGUA, N.E.P",6.1,4.3,2021-12-01
"waybill_materiales_peligrosos_1932","3126","SOLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, CORROSIVO, ORGANICO, N.E.P.",4.2,8,2021-12-01
"waybill_materiales_peligrosos_1933","3127","SOLIDO QUE EXPERIMENTA CALENTAMIENTO, COMBURENTE, N.E.P.",4.2,5.1,2021-12-01
"waybill_materiales_peligrosos_1934","3128","SOLIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, TOXICO, ORGANICO, N.E.P.",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_1935","3129","LIQUIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",4.3,8,2021-12-01
"waybill_materiales_peligrosos_1936","3130","LIQUIDO QUE REACCIONA CON EL AGUA, TOXICO, N.E.P.",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_1937","3131","SOLIDO QUE REACCIONA CON EL AGUA, CORROSIVO, N.E.P.",4.3,8,2021-12-01
"waybill_materiales_peligrosos_1938","3132","SOLIDO QUE REACCIONA CON EL AGUA, INFLAMABLE, N.E.P.",4.3,4.1,2021-12-01
"waybill_materiales_peligrosos_1939","3133","SOLIDO QUE REACCIONA CON EL AGUA, N.E.P.",4.3,5.1,2021-12-01
"waybill_materiales_peligrosos_1940","3134","SOLIDO QUE REACCIONA CON EL AGUA, TOXICO, N.E.P.",4.3,6.1,2021-12-01
"waybill_materiales_peligrosos_1941","3135","SOLIDO QUE REACCIONA CON EL AGUA Y QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P",4.3,4.2,2021-12-01
"waybill_materiales_peligrosos_1942","3136","TRIFLUOROMETANO LIQUIDO REFRIGERADO",2.2,,2021-12-01
"waybill_materiales_peligrosos_1943","3137","SOLIDO COMBURENTE, INFLAMABLE, N.E.P.",5.1,4.1,2021-12-01
"waybill_materiales_peligrosos_1944","3138","MEZCLA LIQUIDA, REFRIGERADA, con no menos de 71,5% de etilen,  un máximo de 22.5% de acetileno y un máximo de 6% de propileno",2.1,,2021-12-01
"waybill_materiales_peligrosos_1945","3139","LIQUIDO OXIDANTE, N.E.P.",5.1,,2021-12-01
"waybill_materiales_peligrosos_1946","3140","ALCALOIDES LIQUIDOS N.E.P. o SALES DE ALCALOIDES LIQUIDAS N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1947","3141","ANTIMONIO, COMPUESTO INORGANICO LIQUIDO, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1948","3142","DESINFECTANTE LIQUIDO, TOXICO, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1949","3143","COLORANTE SOLIDO TOXICO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTES, SOLIDA, TOXICOS, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1950","3144","NICOTINA, COMPUESTO LIQUIDO N.E.P., o PREPARADO LIQUIDO A BASE  DE NICOTINA, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1951","3145","ALQUILFENOLES LIQUIDOS, N.E.P. (incluidos los homólogos C2 a C12)",8,,2021-12-01
"waybill_materiales_peligrosos_1952","3146","COMPUESTO DE ORGANOESTAÑO SOLIDO, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1953","3147","COLORANTE SOLIDO, CORROSIVO, N.E.P. o MATERIA INTERMEDIA PARA COLORANTE, SOLIDA, CORROSIVAS, N.E.P.",8,,2021-12-01
"waybill_materiales_peligrosos_1954","3148","LÍQUIDO QUE REACCIONA CON EL AGUA, N.E.P.",4.3,,2021-12-01
"waybill_materiales_peligrosos_1955","3149","PEROXIDO DE HIDROGENO Y ACIDO PEROXIACETICO, EN MEZCLA, con ácido(s), agua y un máximo de 5% de ácido peroxiacético, ESTABILIZADA",5.1,8,2021-12-01
"waybill_materiales_peligrosos_1956","3150","DISPOSITIVOS PEQUEÑOS ACCIONADOS POR HIDROCARBUROS GASEOSOS o RECARGAS DE HIDROCARBUROS GASEOSOS PARA DISPOSITIVOS PEQUEÑOS, con dispositivo de descarga",2.1,,2021-12-01
"waybill_materiales_peligrosos_1957","3151","DIFENILOS POLIHALOGENADOS LIQUIDOS o TERFENILOS POLIHALOGENADOS LIQUIDOS",9,,2021-12-01
"waybill_materiales_peligrosos_1958","3152","DIFENILOS POLIHALOGENADOS SOLIDOS o TERFENILOS POLIHALOGENADOS SOLIDOS",9,,2021-12-01
"waybill_materiales_peligrosos_1959","3153","PERFLUORO (ETER METILVINIILICO)",2.1,,2021-12-01
"waybill_materiales_peligrosos_1960","3154","PERFLUORO (ETER ETILVINILICO)",2.1,,2021-12-01
"waybill_materiales_peligrosos_1961","3155","PENTACLOROFENOL",6.1,,2021-12-01
"waybill_materiales_peligrosos_1962","3156","GAS COMPRIMIDO, COMBURENTE, N.E.P.",2.2,5.1,2021-12-01
"waybill_materiales_peligrosos_1963","3157","GAS LICUADO, COMBURENTE, N.E.P.",2.2,5.1,2021-12-01
"waybill_materiales_peligrosos_1964","3158","GAS LICUADO, REFRIGERADO, N.E.P.",2.2,,2021-12-01
"waybill_materiales_peligrosos_1965","3159","1,1,1,2-TETRAFLUOROETANO (GAS REFRIGERANTE R 134ª)",2.2,,2021-12-01
"waybill_materiales_peligrosos_1966","3160","GAS LICUADO TOXICO, INFLAMABLE, N.E.P.",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1967","3161","GAS LICUADO INFLAMABLE, N.E.P.",2.1,,2021-12-01
"waybill_materiales_peligrosos_1968","3162","GAS LICUADO TOXICO N.E.P.",2.3,,2021-12-01
"waybill_materiales_peligrosos_1969","3163","GAS LICUADO, N.E.P.",2.2,,2021-12-01
"waybill_materiales_peligrosos_1970","3164","OBJETOS CON PRESION INTERIOR NEUMATICOS O HIDRAULICOS (que contienen gas ininflamable)",2.2,,2021-12-01
"waybill_materiales_peligrosos_1971","3165","DEPOSITO DE COMBUSTIBLE DE GRUPO MOTOR DE CIRCUITO HIDRAULICO DE AERONAVE (que contiene una mezcla de hidracina anhidra y metilhidrazina) (combustible M86)",3,"6.1 8",2021-12-01
"waybill_materiales_peligrosos_1972","3166","MOTOR DE COMBUSTION INTERNA O VEHICULO  PROPULSADO POR GAS INFLAMABLE o VEHICULO PROPULSADO POR LIQUIDO INFLAMABLE o MOTOR CON PILA DE COMBUSTIBLE PROPULSADO POR GAS INFLAMABLE o VEHICULO CON PILA DE COMBUSTIBLE PROPULSADO POR LIQUIDO INFLAMABLE",9,,2021-12-01
"waybill_materiales_peligrosos_1973","3167","MUESTRAS DE GAS INFLAMABLE,  A PRESION NORMAL, N.E.P.,  que no sea  líquido refrigerado",2.1,,2021-12-01
"waybill_materiales_peligrosos_1974","3168","MUESTRAS DE GAS TOXICO INFLAMABLE,  A PRESION NORMAL, N.E.P.,  que no sea  líquido refrigerado",2.3,2.1,2021-12-01
"waybill_materiales_peligrosos_1975","3169","MUESTRAS DE GAS TOXICO, A PRESION NORMAL, N.E.P.,  que no sea  líquido refrigerado",2.3,,2021-12-01
"waybill_materiales_peligrosos_1976","3170","SUBPRODUCTOS DE LA FUNDICION DEL  ALUMINIO O SUBPRODUCTOS DE LA REFUNDICION DEL ALUMINIO",4.3,,2021-12-01
"waybill_materiales_peligrosos_1977","3171","VEHICULO ACCIONADO POR BATERIA  O APARATO ACCIONADO POR BATERIA",9,,2021-12-01
"waybill_materiales_peligrosos_1978","3172","TOXINAS EXTRAIDAS DE UN MEDIO VIVO, LIQUIDAS, N.E.P.",6.1,,2021-12-01
"waybill_materiales_peligrosos_1979","3174","DISULFURO DE TITANIO",4.2,,2021-12-01
"waybill_materiales_peligrosos_1980","3175","SOLIDO QUE CONTIENE LIQUIDO INFLAMABLE, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1981","3176","SOLIDO INFLAMABLE ORGANICO FUNDIDO N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1982","3178","SOLIDO INFLAMABLE INORGANICO, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1983","3179","SOLIDO INFLAMABLE, INORGANICO TOXICO, N.E.P.",4.1,6.1,2021-12-01
"waybill_materiales_peligrosos_1984","3180","SOLIDO INFLAMABLE, INORGANICO CORROSIVO, N.E.P.",4.1,8,2021-12-01
"waybill_materiales_peligrosos_1985","3181","SALES METALICAS DE COMPUESTOS ORGANICOS, INFLAMABLES, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1986","3182","HIDRUROS METALICOS INFLAMABLES, N.E.P.",4.1,,2021-12-01
"waybill_materiales_peligrosos_1987","3183","LIQUIDO ORGANICO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, N.E.P.",4.2,,2021-12-01
"waybill_materiales_peligrosos_1988","3184","LIQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, TOXICO, ORGANICO N.E.P",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_1989","3185","LIQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, CORROSIVO, ORGANICO N.E.P.",4.2,8,2021-12-01
"waybill_materiales_peligrosos_1990","3186","LIQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, INORGANICO, N.E.P.",4.2,,2021-12-01
"waybill_materiales_peligrosos_1991","3187","LIQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, TOXICO, INORGANICO N.E.P.",4.2,6.1,2021-12-01
"waybill_materiales_peligrosos_1992","3188","LIQUIDO QUE EXPERIMENTA CALENTAMIENTO ESPONTANEO, CORROSIVO, INORGANICO N.E.P.",4.2,8,2021-12-01
