id,code,code_identification,name,nationality,designer_iata,iron_line,start_date
waybill_complemento_estacion_1538,04,EF858,Cacalchen,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1539,04,EF859,Bokoba,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1540,04,EF860,Tekanto,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1541,04,EF861,Izamal,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1542,04,EF862,Sitilpech,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1543,04,EF863,Ualactun,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1544,04,EF864,Kankabchen,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1545,04,EF865,Tunkas,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1546,04,EF866,Camara,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1547,04,EF867,Quintana Roo,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1548,04,EF868,Dzitas,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1549,04,EF869,Santa Rosa,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1550,04,EF870,Xuilub,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1551,04,EF871,Espita,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1552,04,EF872,Calothul,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1553,04,EF873,Tizimin Nuevo,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1554,04,EF874,Tizimin,Mexico,,FD,2021-06-01
waybill_complemento_estacion_1555,04,EF875,Chuburna,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1556,04,EF876,Cordemex,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1557,04,EF877,Xcanatun,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1558,04,EF878,Yaxche,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1559,04,EF879,San Ignacio,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1560,04,EF880,Progreso,Mexico,,FN,2021-06-01
waybill_complemento_estacion_1561,04,EF881,Kanasin,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1562,04,EF882,Acanceh,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1563,04,EF883,Tecoh,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1564,04,EF884,Lepan,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1565,04,EF885,Xcanchakan,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1566,04,EF886,Hunaschen,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1567,04,EF887,Ticul,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1568,04,EF888,Pustunich,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1569,04,EF889,Yhotolin,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1570,04,EF890,Oxkutzcab,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1571,04,EF891,Akil,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1572,04,EF892,Tekak,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1573,04,EF893,Ticum,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1574,04,EF894,Kaxaytuc,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1575,04,EF895,Tzucacab,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1576,04,EF896,Xoy,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1577,04,EF897,Peto,Mexico,,FP,2021-06-01
waybill_complemento_estacion_1578,04,EF898,Seye,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1579,04,EF899,Xucu,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1580,04,EF900,Hocaba,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1581,04,EF901,Sanahcat,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1582,04,EF902,Huhi,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1583,04,EF903,Xletra,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1584,04,EF904,Sotuta,Mexico,,FS,2021-06-01
waybill_complemento_estacion_1585,04,EF905,Balatun,Mexico,,FX,2021-06-01
waybill_complemento_estacion_1586,04,EF906,Tinun,Mexico,,FX,2021-06-01
waybill_complemento_estacion_1587,04,EF907,Uayma,Mexico,,FX,2021-06-01
waybill_complemento_estacion_1588,04,EF908,Valladolid,Mexico,,FX,2021-06-01
waybill_complemento_estacion_1589,04,EF909,Cordoba,Mexico,,G,2021-06-01
waybill_complemento_estacion_1590,04,EF910,San Miguelito,Mexico,,G,2021-06-01
waybill_complemento_estacion_1591,04,EF911,Amatlan,Mexico,,G,2021-06-01
waybill_complemento_estacion_1592,04,EF912,La Patrona,Mexico,,G,2021-06-01
waybill_complemento_estacion_1593,04,EF913,Los angeles,Mexico,,G,2021-06-01
waybill_complemento_estacion_1594,04,EF914,Cerro Blanco,Mexico,,G,2021-06-01
waybill_complemento_estacion_1595,04,EF915,Cuichapa,Mexico,,G,2021-06-01
waybill_complemento_estacion_1596,04,EF916,Xuchiles,Mexico,,G,2021-06-01
waybill_complemento_estacion_1597,04,EF917,Omealca,Mexico,,G,2021-06-01
waybill_complemento_estacion_1598,04,EF918,La Zafra,Mexico,,G,2021-06-01
waybill_complemento_estacion_1599,04,EF919,Pocitos,Mexico,,G,2021-06-01
waybill_complemento_estacion_1600,04,EF920,Presidio,Mexico,,G,2021-06-01
waybill_complemento_estacion_1601,04,EF921,El Paraiso,Mexico,,G,2021-06-01
waybill_complemento_estacion_1602,04,EF922,Motzorongo,Mexico,,G,2021-06-01
waybill_complemento_estacion_1603,04,EF923,Tezonapa,Mexico,,G,2021-06-01
waybill_complemento_estacion_1604,04,EF924,Refugio,Mexico,,G,2021-06-01
waybill_complemento_estacion_1605,04,EF925,Rancho Tablas,Mexico,,G,2021-06-01
waybill_complemento_estacion_1606,04,EF926,La Estrella,Mexico,,G,2021-06-01
waybill_complemento_estacion_1607,04,EF927,Guadalupe de Reyes,Mexico,,G,2021-06-01
waybill_complemento_estacion_1608,04,EF928,Acatlan,Mexico,,G,2021-06-01
waybill_complemento_estacion_1609,04,EF929,Martinica,Mexico,,G,2021-06-01
waybill_complemento_estacion_1610,04,EF930,La Margarita,Mexico,,G,2021-06-01
waybill_complemento_estacion_1611,04,EF931,Vicente,Mexico,,G,2021-06-01
waybill_complemento_estacion_1612,04,EF932,Camalote,Mexico,,G,2021-06-01
waybill_complemento_estacion_1613,04,EF933,El Ca�averal,Mexico,,G,2021-06-01
waybill_complemento_estacion_1614,04,EF934,Tetela,Mexico,,G,2021-06-01
waybill_complemento_estacion_1615,04,EF935,Las Prietas,Mexico,,G,2021-06-01
waybill_complemento_estacion_1616,04,EF936,Chicalon,Mexico,,G,2021-06-01
waybill_complemento_estacion_1617,04,EF937,Tierra Blanca,Mexico,,G,2021-06-01
waybill_complemento_estacion_1618,04,EF938,Tierra Blanca,Mexico,,G,2021-06-01
waybill_complemento_estacion_1619,04,EF939,El Cien,Mexico,,G,2021-06-01
waybill_complemento_estacion_1620,04,EF940,Amapa,Mexico,,G,2021-06-01
waybill_complemento_estacion_1621,04,EF941,La Granja,Mexico,,G,2021-06-01
waybill_complemento_estacion_1622,04,EF942,Las Yaguas,Mexico,,G,2021-06-01
waybill_complemento_estacion_1623,04,EF943,Tres Valles,Mexico,,G,2021-06-01
waybill_complemento_estacion_1624,04,EF944,Ciudad General Aleman,Mexico,,G,2021-06-01
waybill_complemento_estacion_1625,04,EF945,Papaloapan,Mexico,,G,2021-06-01
waybill_complemento_estacion_1626,04,EF946,Escape El Hule,Mexico,,G,2021-06-01
waybill_complemento_estacion_1627,04,EF947,Las Pi�as,Mexico,,G,2021-06-01
waybill_complemento_estacion_1628,04,EF948,Benemerito Juarez,Mexico,,G,2021-06-01
waybill_complemento_estacion_1629,04,EF949,Guadavictor,Mexico,,G,2021-06-01
waybill_complemento_estacion_1630,04,EF950,Obispo,Mexico,,G,2021-06-01
waybill_complemento_estacion_1631,04,EF951,Loma Bonita,Mexico,,G,2021-06-01
waybill_complemento_estacion_1632,04,EF952,Arroyo Claro,Mexico,,G,2021-06-01
waybill_complemento_estacion_1633,04,EF953,Dobladero,Mexico,,G,2021-06-01
waybill_complemento_estacion_1634,04,EF954,Azueta,Mexico,,G,2021-06-01
waybill_complemento_estacion_1635,04,EF955,Masoco,Mexico,,G,2021-06-01
waybill_complemento_estacion_1636,04,EF956,Garza Blanca,Mexico,,G,2021-06-01
waybill_complemento_estacion_1637,04,EF957,Isla,Mexico,,G,2021-06-01
waybill_complemento_estacion_1638,04,EF958,Rodriguez Clara,Mexico,,G,2021-06-01
waybill_complemento_estacion_1639,04,EF959,Jimba,Mexico,,G,2021-06-01
waybill_complemento_estacion_1640,04,EF960,Los Tigres,Mexico,,G,2021-06-01
waybill_complemento_estacion_1641,04,EF961,Angostura,Mexico,,G,2021-06-01
waybill_complemento_estacion_1642,04,EF962,La Ceiba,Mexico,,G,2021-06-01
waybill_complemento_estacion_1643,04,EF963,Juanita,Mexico,,G,2021-06-01
waybill_complemento_estacion_1644,04,EF964,Bellaco,Mexico,,G,2021-06-01
waybill_complemento_estacion_1645,04,EF965,Achotal,Mexico,,G,2021-06-01
waybill_complemento_estacion_1646,04,EF966,Campo Nuevo,Mexico,,G,2021-06-01
waybill_complemento_estacion_1647,04,EF967,Espartal,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1648,04,EF968,El Tejar,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1649,04,EF969,Paso del Toro,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1650,04,EF970,Los Robles,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1651,04,EF971,Guayabo,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1652,04,EF972,El Rodeo,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1653,04,EF973,Tlalixcoyan,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1654,04,EF974,Piedras Negras,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1655,04,EF975,Madereros,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1656,04,EF976,Cospalapam,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1657,04,EF977,Otapa,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1658,04,EF978,Joachin,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1659,04,EF979,Moreno Norte,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1660,04,EF980,Moreno Sur,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1661,04,EF981,Jicaro,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1662,04,EF982,Estanzuela,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1663,04,EF983,Fulgencio D. Vazquez,Mexico,,GA,2021-06-01
waybill_complemento_estacion_1664,04,EF984,Carolina,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1665,04,EF985,Coyol,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1666,04,EF986,Nopaltepec,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1667,04,EF987,Alfredo,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1668,04,EF988,El Roble,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1669,04,EF989,Cocuite,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1670,04,EF990,Nuevo Cocuite,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1671,04,EF991,Chacal Tianguis,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1672,04,EF992,Casomaldapan,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1673,04,EF993,San Gabriel,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1674,04,EF994,San Cristobal,Mexico,,GB,2021-06-01
waybill_complemento_estacion_1675,04,EF995,Banano,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1676,04,EF996,Toro Bravo,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1677,04,EF997,Bela,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1678,04,EF998,Bartolome,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1679,04,EF999,Silverio,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1680,04,EF1000,Tuxtepec,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1681,04,EF1001,Adolfo Lopez Mateos,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1682,04,EF1002,Presidente Juarez,Mexico,,GF,2021-06-01
waybill_complemento_estacion_1683,04,EF1003,Cartagena,Mexico,,H,2021-06-01
waybill_complemento_estacion_1684,04,EF1004,Tultepec,Mexico,,H,2021-06-01
waybill_complemento_estacion_1685,04,EF1005,Cajiba,Mexico,,H,2021-06-01
waybill_complemento_estacion_1686,04,EF1006,Jaltocan,Mexico,,H,2021-06-01
waybill_complemento_estacion_1687,04,EF1007,Xolox,Mexico,,H,2021-06-01
waybill_complemento_estacion_1688,04,EF1008,Paula,Mexico,,H,2021-06-01
waybill_complemento_estacion_1689,04,EF1009,Maquixco,Mexico,,H,2021-06-01
waybill_complemento_estacion_1690,04,EF1010,Temascalapa,Mexico,,H,2021-06-01
waybill_complemento_estacion_1691,04,EF1011,Empalme El Rey,Mexico,,H,2021-06-01
waybill_complemento_estacion_1692,04,EF1012,Ocotitlan,Mexico,,H,2021-06-01
waybill_complemento_estacion_1693,04,EF1013,Tezontepec,Mexico,,H,2021-06-01
waybill_complemento_estacion_1694,04,EF1014,Relinas,Mexico,,H,2021-06-01
waybill_complemento_estacion_1695,04,EF1015,San Agustin,Mexico,,H,2021-06-01
waybill_complemento_estacion_1696,04,EF1016,Tepa,Mexico,,H,2021-06-01
waybill_complemento_estacion_1697,04,EF1017,San Antonio Oztoyuca,Mexico,,H,2021-06-01
waybill_complemento_estacion_1698,04,EF1018,Pueblilla,Mexico,,H,2021-06-01
waybill_complemento_estacion_1699,04,EF1019,Tecajete,Mexico,,H,2021-06-01
waybill_complemento_estacion_1700,04,EF1020,Animas,Mexico,,H,2021-06-01
waybill_complemento_estacion_1701,04,EF1021,San Vicente,Mexico,,H,2021-06-01
waybill_complemento_estacion_1702,04,EF1022,Somorriel,Mexico,,H,2021-06-01
waybill_complemento_estacion_1703,04,EF1023,San Joaquin,Mexico,,H,2021-06-01
waybill_complemento_estacion_1704,04,EF1024,Las Lajas,Mexico,,H,2021-06-01
waybill_complemento_estacion_1705,04,EF1025,Los Romeros,Mexico,,H,2021-06-01
waybill_complemento_estacion_1706,04,EF1026,Otlimulco,Mexico,,H,2021-06-01
waybill_complemento_estacion_1707,04,EF1027,Fabrica,Mexico,,H,2021-06-01
waybill_complemento_estacion_1708,04,EF1028,Santiago,Mexico,,H,2021-06-01
waybill_complemento_estacion_1709,04,EF1029,Tulancingo,Mexico,,H,2021-06-01
waybill_complemento_estacion_1710,04,EF1030,Huapalcalco,Mexico,,H,2021-06-01
waybill_complemento_estacion_1711,04,EF1031,Sototlan,Mexico,,H,2021-06-01
waybill_complemento_estacion_1712,04,EF1032,Laguna del Cerrito,Mexico,,H,2021-06-01
waybill_complemento_estacion_1713,04,EF1033,Anita,Mexico,,H,2021-06-01
waybill_complemento_estacion_1714,04,EF1034,Panfilo,Mexico,,H,2021-06-01
waybill_complemento_estacion_1715,04,EF1035,Canales,Mexico,,H,2021-06-01
waybill_complemento_estacion_1716,04,EF1036,Tonalixco,Mexico,,H,2021-06-01
waybill_complemento_estacion_1717,04,EF1037,Pejay,Mexico,,H,2021-06-01
waybill_complemento_estacion_1718,04,EF1038,Amapolas,Mexico,,H,2021-06-01
waybill_complemento_estacion_1719,04,EF1039,Honey,Mexico,,H,2021-06-01
waybill_complemento_estacion_1720,04,EF1040,19 de Marzo,Mexico,,HA,2021-06-01
waybill_complemento_estacion_1721,04,EF1041,Tellez,Mexico,,HA,2021-06-01
waybill_complemento_estacion_1722,04,EF1042,Venta de Cruz,Mexico,,HB,2021-06-01
waybill_complemento_estacion_1723,04,EF1043,Santa Ines,Mexico,,HB,2021-06-01
waybill_complemento_estacion_1724,04,EF1044,Tlanalapa,Mexico,,HB,2021-06-01
waybill_complemento_estacion_1725,04,EF1045,Ciudad Sahagun,Mexico,,HB,2021-06-01
waybill_complemento_estacion_1726,04,EF1046,Irolo,Mexico,,HB,2021-06-01
waybill_complemento_estacion_1727,04,EF1047,La Trinidad,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1728,04,EF1048,Xochihuacan,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1729,04,EF1049,La Soledad,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1730,04,EF1050,Las Colonias,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1731,04,EF1051,Cadena,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1732,04,EF1052,Pachuca,Mexico,,HC,2021-06-01
waybill_complemento_estacion_1733,04,EF1053,Ventoquipa,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1734,04,EF1054,Cuautepec,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1735,04,EF1055,Hueyapan,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1736,04,EF1056,Xocopa,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1737,04,EF1057,Cima de Togo,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1738,04,EF1058,Ahuazotepec,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1739,04,EF1059,Beristain,Mexico,,HD,2021-06-01
waybill_complemento_estacion_1740,04,EF1060,Sototlan,Mexico,,HE,2021-06-01
waybill_complemento_estacion_1741,04,EF1061,Santa Rosa,Mexico,,HE,2021-06-01
waybill_complemento_estacion_1742,04,EF1062,Acocul,Mexico,,HE,2021-06-01
waybill_complemento_estacion_1743,04,EF1063,Tortugas,Mexico,,HE,2021-06-01
waybill_complemento_estacion_1744,04,EF1064,Apulco,Mexico,,HE,2021-06-01
waybill_complemento_estacion_1745,04,EF1065,Covarrubias,Mexico,,I,2021-06-01
waybill_complemento_estacion_1746,04,EF1066,Rivera,Mexico,,I,2021-06-01
waybill_complemento_estacion_1747,04,EF1067,Joaquin,Mexico,,I,2021-06-01
waybill_complemento_estacion_1748,04,EF1068,Abasolo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1749,04,EF1069,Corralejo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1750,04,EF1070,Penjamo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1751,04,EF1071,Oliva,Mexico,,I,2021-06-01
waybill_complemento_estacion_1752,04,EF1072,La Mara�a,Mexico,,I,2021-06-01
waybill_complemento_estacion_1753,04,EF1073,Cortes,Mexico,,I,2021-06-01
waybill_complemento_estacion_1754,04,EF1074,La Piedad,Mexico,,I,2021-06-01
waybill_complemento_estacion_1755,04,EF1075,La Mula,Mexico,,I,2021-06-01
waybill_complemento_estacion_1756,04,EF1076,Patti,Mexico,,I,2021-06-01
waybill_complemento_estacion_1757,04,EF1077,Mirandillas,Mexico,,I,2021-06-01
waybill_complemento_estacion_1758,04,EF1078,Monte leon,Mexico,,I,2021-06-01
waybill_complemento_estacion_1759,04,EF1079,Yurecuaro,Mexico,,I,2021-06-01
waybill_complemento_estacion_1760,04,EF1080,Villanueva,Mexico,,I,2021-06-01
waybill_complemento_estacion_1761,04,EF1081,Los Pilares,Mexico,,I,2021-06-01
waybill_complemento_estacion_1762,04,EF1082,El Alvareso,Mexico,,I,2021-06-01
waybill_complemento_estacion_1763,04,EF1083,Negrete,Mexico,,I,2021-06-01
waybill_complemento_estacion_1764,04,EF1084,Salamea,Mexico,,I,2021-06-01
waybill_complemento_estacion_1765,04,EF1085,La Barca,Mexico,,I,2021-06-01
waybill_complemento_estacion_1766,04,EF1086,Feliciano,Mexico,,I,2021-06-01
waybill_complemento_estacion_1767,04,EF1087,Limon,Mexico,,I,2021-06-01
waybill_complemento_estacion_1768,04,EF1088,Santa Inesia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1769,04,EF1089,El Pedregal,Mexico,,I,2021-06-01
waybill_complemento_estacion_1770,04,EF1090,Ocotlan,Mexico,,I,2021-06-01
waybill_complemento_estacion_1771,04,EF1091,Camcel,Mexico,,I,2021-06-01
waybill_complemento_estacion_1772,04,EF1092,El Grande,Mexico,,I,2021-06-01
waybill_complemento_estacion_1773,04,EF1093,Pocitlan,Mexico,,I,2021-06-01
waybill_complemento_estacion_1774,04,EF1094,Constancia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1775,04,EF1095,San Jacinto,Mexico,,I,2021-06-01
waybill_complemento_estacion_1776,04,EF1096,Corona,Mexico,,I,2021-06-01
waybill_complemento_estacion_1777,04,EF1097,Atequiza,Mexico,,I,2021-06-01
waybill_complemento_estacion_1778,04,EF1098,La Capilla,Mexico,,I,2021-06-01
waybill_complemento_estacion_1779,04,EF1099,El Castillo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1780,04,EF1100,Ladrillera,Mexico,,I,2021-06-01
waybill_complemento_estacion_1781,04,EF1101,La Junta,Mexico,,I,2021-06-01
waybill_complemento_estacion_1782,04,EF1102,Guadalajara,Mexico,,I,2021-06-01
waybill_complemento_estacion_1783,04,EF1103,Guadalajara,Mexico,,I,2021-06-01
waybill_complemento_estacion_1784,04,EF1104,Mojonera,Mexico,,I,2021-06-01
waybill_complemento_estacion_1785,04,EF1105,Incalpa,Mexico,,I,2021-06-01
waybill_complemento_estacion_1786,04,EF1106,Orozco,Mexico,,I,2021-06-01
waybill_complemento_estacion_1787,04,EF1107,Lomas de Tejeda,Mexico,,I,2021-06-01
waybill_complemento_estacion_1788,04,EF1108,Tlajomulco,Mexico,,I,2021-06-01
waybill_complemento_estacion_1789,04,EF1109,Flores,Mexico,,I,2021-06-01
waybill_complemento_estacion_1790,04,EF1110,Tepetates,Mexico,,I,2021-06-01
waybill_complemento_estacion_1791,04,EF1111,Cruz Vieja,Mexico,,I,2021-06-01
waybill_complemento_estacion_1792,04,EF1112,Mazatepec,Mexico,,I,2021-06-01
waybill_complemento_estacion_1793,04,EF1113,Los Ba�os,Mexico,,I,2021-06-01
waybill_complemento_estacion_1794,04,EF1114,Valencia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1795,04,EF1115,Balastre,Mexico,,I,2021-06-01
waybill_complemento_estacion_1796,04,EF1116,Mascota,Mexico,,I,2021-06-01
waybill_complemento_estacion_1797,04,EF1117,Santa Ana,Mexico,,I,2021-06-01
waybill_complemento_estacion_1798,04,EF1118,Catarina,Mexico,,I,2021-06-01
waybill_complemento_estacion_1799,04,EF1119,Zacoalco,Mexico,,I,2021-06-01
waybill_complemento_estacion_1800,04,EF1120,Verdia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1801,04,EF1121,San Miguel del Zapote,Mexico,,I,2021-06-01
waybill_complemento_estacion_1802,04,EF1122,Techaluta,Mexico,,I,2021-06-01
waybill_complemento_estacion_1803,04,EF1123,Atoyac,Mexico,,I,2021-06-01
waybill_complemento_estacion_1804,04,EF1124,Carmelita,Mexico,,I,2021-06-01
waybill_complemento_estacion_1805,04,EF1125,Sayula,Mexico,,I,2021-06-01
waybill_complemento_estacion_1806,04,EF1126,Nicolas Bravo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1807,04,EF1127,Manzano,Mexico,,I,2021-06-01
waybill_complemento_estacion_1808,04,EF1128,Providencia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1809,04,EF1129,Ciudad Guzman,Mexico,,I,2021-06-01
waybill_complemento_estacion_1810,04,EF1130,Ciudad Guzman,Mexico,,I,2021-06-01
waybill_complemento_estacion_1811,04,EF1131,Huescalapa,Mexico,,I,2021-06-01
waybill_complemento_estacion_1812,04,EF1132,Zapotiltic,Mexico,,I,2021-06-01
waybill_complemento_estacion_1813,04,EF1133,Tuxpan,Mexico,,I,2021-06-01
waybill_complemento_estacion_1814,04,EF1134,Quito,Mexico,,I,2021-06-01
waybill_complemento_estacion_1815,04,EF1135,Atenquique,Mexico,,I,2021-06-01
waybill_complemento_estacion_1816,04,EF1136,Platanar,Mexico,,I,2021-06-01
waybill_complemento_estacion_1817,04,EF1137,Platanarillo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1818,04,EF1138,Higuera,Mexico,,I,2021-06-01
waybill_complemento_estacion_1819,04,EF1139,Villegas,Mexico,,I,2021-06-01
waybill_complemento_estacion_1820,04,EF1140,Tonilita,Mexico,,I,2021-06-01
waybill_complemento_estacion_1821,04,EF1141,Fernandez,Mexico,,I,2021-06-01
waybill_complemento_estacion_1822,04,EF1142,Alzada,Mexico,,I,2021-06-01
waybill_complemento_estacion_1823,04,EF1143,Salvador,Mexico,,I,2021-06-01
waybill_complemento_estacion_1824,04,EF1144,Estancia,Mexico,,I,2021-06-01
waybill_complemento_estacion_1825,04,EF1145,Colima,Mexico,,I,2021-06-01
waybill_complemento_estacion_1826,04,EF1146,Balcon,Mexico,,I,2021-06-01
waybill_complemento_estacion_1827,04,EF1147,Conquinatlan Pueblo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1828,04,EF1148,Conquinatlan,Mexico,,I,2021-06-01
waybill_complemento_estacion_1829,04,EF1149,Jala,Mexico,,I,2021-06-01
waybill_complemento_estacion_1830,04,EF1150,Madrid,Mexico,,I,2021-06-01
waybill_complemento_estacion_1831,04,EF1151,El Rosario,Mexico,,I,2021-06-01
waybill_complemento_estacion_1832,04,EF1152,Caleras,Mexico,,I,2021-06-01
waybill_complemento_estacion_1833,04,EF1153,Tecoman,Mexico,,I,2021-06-01
waybill_complemento_estacion_1834,04,EF1154,La Bascula,Mexico,,I,2021-06-01
waybill_complemento_estacion_1835,04,EF1155,Periquillo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1836,04,EF1156,Armeria,Mexico,,I,2021-06-01
waybill_complemento_estacion_1837,04,EF1157,Cuyutlan,Mexico,,I,2021-06-01
waybill_complemento_estacion_1838,04,EF1158,Tepalcates,Mexico,,I,2021-06-01
waybill_complemento_estacion_1839,04,EF1159,Campos,Mexico,,I,2021-06-01
waybill_complemento_estacion_1840,04,EF1160,Manzanillo,Mexico,,I,2021-06-01
waybill_complemento_estacion_1841,04,EF1161,Dionisia,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1842,04,EF1162,Verduzco,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1843,04,EF1163,Cieneguitas,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1844,04,EF1164,Las Fuentes,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1845,04,EF1165,Falconi,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1846,04,EF1166,Torcazas,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1847,04,EF1167,Lopez,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1848,04,EF1168,Zamora,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1849,04,EF1169,Ario,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1850,04,EF1170,Davalos,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1851,04,EF1171,Chavinda,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1852,04,EF1172,Moreno,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1853,04,EF1173,El Guayabo,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1854,04,EF1174,Guaracha,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1855,04,EF1175,La Soledad,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1856,04,EF1176,Cotija,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1857,04,EF1177,Angel,Mexico,,IB,2021-06-01
waybill_complemento_estacion_1858,04,EF1178,Barrio Alto,Mexico,,IB,2021-06-01
